Word/Phrase,TF-IDF_Average,Primary_Sentiment,Sentiment_Coefficient,negative_coef,neutral/mixed_coef,positive_coef
skin,0.004784237737844565,neutral/mixed,1.9715651977222326,-0.9885793254308614,1.9715651977222326,-0.9829858722913619
far,0.0047691542008585055,positive,0.5908278858030523,-0.379288507574745,-0.2115393782283108,0.5908278858030523
wasn,0.0047592038465193226,positive,-0.8541461460336354,0.1119199957801185,0.7422261502535127,-0.8541461460336354
ice,0.004704403429068755,negative,1.4492504190968374,1.4492504190968374,-0.3632570279255866,-1.0859933911712611
gave,0.004700128808342299,positive,-0.24740909246933623,0.24058548321942205,0.006823609249914832,-0.24740909246933623
manager,0.004651052448410221,negative,1.9024855453683904,1.9024855453683904,-1.7759238549758398,-0.1265616903925471
quickly,0.0046278662199386675,negative,-2.4672715641081013,-2.4672715641081013,0.5948089928499944,1.872462571258113
ask,0.0046007368922893754,neutral/mixed,-0.8789968031241402,0.5917620116997506,-0.8789968031241402,0.28723479142438874
outside,0.004563373712406067,negative,-0.9241258908770908,-0.9241258908770908,0.3948235914696945,0.5293022994073989
close,0.004557937446999147,neutral/mixed,-0.4096327765522578,0.2915839504432718,-0.4096327765522578,0.1180488261089833
person,0.004551033215475507,negative,0.7159046416983096,0.7159046416983096,-0.43687480388703215,-0.27902983781127333
told,0.004538885331221952,negative,1.6180269760842176,1.6180269760842176,-0.9282755639710459,-0.6897514121131697
extra,0.0045357531432287605,positive,0.37374499793063454,-0.0639158239059308,-0.309829174024702,0.37374499793063454
locations,0.0045120719277950225,negative,-0.1573878848531586,-0.1573878848531586,0.008257237605199771,0.14913064724795888
happy,0.004488783582130292,positive,2.207762547323948,-1.3526671047307004,-0.855095442593246,2.207762547323948
cream,0.004459032095827847,negative,0.47204884711884976,0.47204884711884976,-0.1829642637449468,-0.2890845833739012
half,0.0044198260161511455,positive,-1.2136022075383615,0.9238757107567886,0.28972649678155415,-1.2136022075383615
isn,0.004403928160246459,neutral/mixed,1.2661460539243863,-0.16339638981319812,1.2661460539243863,-1.1027496641111871
perfect,0.004401759750833322,positive,2.5920781062264986,-2.1013303653996602,-0.49074774082682054,2.5920781062264986
okay,0.00437323113167064,neutral/mixed,1.8522577423716755,-0.3632798660001128,1.8522577423716755,-1.4889778763715564
thought,0.004346820855199489,neutral/mixed,0.8428894871931117,-0.31756000640239135,0.8428894871931117,-0.5253294807907091
actually,0.004346567216245851,neutral/mixed,-0.34738230569230144,0.2503678518671202,-0.34738230569230144,0.09701445382518174
recommend,0.004344137855227915,positive,0.4108171357420544,-0.10909750943167462,-0.30171962631037746,0.4108171357420544
